87,"['tour','parasol']","[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]"
45,"['tour','parasol']","[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]"
81,"['tour','parasol']","[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]"
78,"['tour','parasol']","[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]"
15,"['tour','parasol']","[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]"
61,"['tour','parasol']","[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]"
84,"['tour','parasol']","[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]"
23,"['tour','parasol']","[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]"
108,"['tour','parasol']","[1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0]"
123,"['tour','parasol']","[1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0]"
122,"['tour','parasol']","[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]"
90,"['tour','parasol']","[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]"
56,"['tour','parasol']","[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]"
77,"['tour','parasol']","[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]"
124,"['tour','parasol']","[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]"
32,"['tour','parasol']","[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]"
33,"[]","[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]"
48,"['tour','parasol']","[1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0]"
